:START_ID,:TYPE,:END_ID,properties:JSON
"ux.actioncomponent",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.actionpattern",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.chartseries",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.componentinstance",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.componentreference",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.dataconfig",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.errorconfig",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.experiencestate",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.layoutconfig",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.librarycomponent",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.librarysubview",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.stateaction",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.stateactiontemplate",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.statepattern",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.statetransition",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.subview",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.tablecolumn",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.transitiontemplate",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.uxapplication",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.uxlibrary",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.uxspec",BELONGS_TO_LAYER,"layer:ux","{}"
"ux.view",BELONGS_TO_LAYER,"layer:ux","{}"
"testing.contextvariation",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.coverageexclusion",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.coveragegap",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.coveragerequirement",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.coveragesummary",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.environmentfactor",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.inputpartitionselection",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.inputselection",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.inputspacepartition",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.outcomecategory",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.partitiondependency",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.partitionvalue",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.targetcoveragesummary",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.targetinputfield",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.testcasesketch",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.testcoveragemodel",BELONGS_TO_LAYER,"layer:testing","{}"
"testing.testcoveragetarget",BELONGS_TO_LAYER,"layer:testing","{}"
"technology.artifact",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.communicationnetwork",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.device",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.node",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.path",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.systemsoftware",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.technologycollaboration",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.technologyevent",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.technologyfunction",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.technologyinteraction",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.technologyinterface",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.technologyprocess",BELONGS_TO_LAYER,"layer:technology","{}"
"technology.technologyservice",BELONGS_TO_LAYER,"layer:technology","{}"
"security.accesscondition",BELONGS_TO_LAYER,"layer:security","{}"
"security.accountabilityrequirement",BELONGS_TO_LAYER,"layer:security","{}"
"security.actor",BELONGS_TO_LAYER,"layer:security","{}"
"security.auditconfig",BELONGS_TO_LAYER,"layer:security","{}"
"security.authenticationconfig",BELONGS_TO_LAYER,"layer:security","{}"
"security.bindingofduty",BELONGS_TO_LAYER,"layer:security","{}"
"security.condition",BELONGS_TO_LAYER,"layer:security","{}"
"security.countermeasure",BELONGS_TO_LAYER,"layer:security","{}"
"security.dataclassification",BELONGS_TO_LAYER,"layer:security","{}"
"security.delegation",BELONGS_TO_LAYER,"layer:security","{}"
"security.evidence",BELONGS_TO_LAYER,"layer:security","{}"
"security.fieldaccesscontrol",BELONGS_TO_LAYER,"layer:security","{}"
"security.informationentity",BELONGS_TO_LAYER,"layer:security","{}"
"security.informationright",BELONGS_TO_LAYER,"layer:security","{}"
"security.needtoknow",BELONGS_TO_LAYER,"layer:security","{}"
"security.passwordpolicy",BELONGS_TO_LAYER,"layer:security","{}"
"security.permission",BELONGS_TO_LAYER,"layer:security","{}"
"security.policyaction",BELONGS_TO_LAYER,"layer:security","{}"
"security.policyrule",BELONGS_TO_LAYER,"layer:security","{}"
"security.resourceoperation",BELONGS_TO_LAYER,"layer:security","{}"
"security.retentionpolicy",BELONGS_TO_LAYER,"layer:security","{}"
"security.role",BELONGS_TO_LAYER,"layer:security","{}"
"security.secureresource",BELONGS_TO_LAYER,"layer:security","{}"
"security.securityconstraints",BELONGS_TO_LAYER,"layer:security","{}"
"security.securitymodel",BELONGS_TO_LAYER,"layer:security","{}"
"security.securitypolicy",BELONGS_TO_LAYER,"layer:security","{}"
"security.separationofduty",BELONGS_TO_LAYER,"layer:security","{}"
"security.threat",BELONGS_TO_LAYER,"layer:security","{}"
"security.validationrule",BELONGS_TO_LAYER,"layer:security","{}"
"navigation.breadcrumbconfig",BELONGS_TO_LAYER,"layer:navigation","{}"
"navigation.contextvariable",BELONGS_TO_LAYER,"layer:navigation","{}"
"navigation.flowstep",BELONGS_TO_LAYER,"layer:navigation","{}"
"navigation.guardaction",BELONGS_TO_LAYER,"layer:navigation","{}"
"navigation.guardcondition",BELONGS_TO_LAYER,"layer:navigation","{}"
"navigation.navigationflow",BELONGS_TO_LAYER,"layer:navigation","{}"
"navigation.navigationgraph",BELONGS_TO_LAYER,"layer:navigation","{}"
"navigation.navigationguard",BELONGS_TO_LAYER,"layer:navigation","{}"
"navigation.navigationtransition",BELONGS_TO_LAYER,"layer:navigation","{}"
"navigation.route",BELONGS_TO_LAYER,"layer:navigation","{}"
"navigation.routemeta",BELONGS_TO_LAYER,"layer:navigation","{}"
"motivation.assessment",BELONGS_TO_LAYER,"layer:motivation","{}"
"motivation.constraint",BELONGS_TO_LAYER,"layer:motivation","{}"
"motivation.driver",BELONGS_TO_LAYER,"layer:motivation","{}"
"motivation.goal",BELONGS_TO_LAYER,"layer:motivation","{}"
"motivation.meaning",BELONGS_TO_LAYER,"layer:motivation","{}"
"motivation.outcome",BELONGS_TO_LAYER,"layer:motivation","{}"
"motivation.principle",BELONGS_TO_LAYER,"layer:motivation","{}"
"motivation.requirement",BELONGS_TO_LAYER,"layer:motivation","{}"
"motivation.stakeholder",BELONGS_TO_LAYER,"layer:motivation","{}"
"motivation.value",BELONGS_TO_LAYER,"layer:motivation","{}"
"data-store.accesspattern",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-store.collection",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-store.database",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-store.eventhandler",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-store.field",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-store.index",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-store.namespace",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-store.retentionpolicy",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-store.storedlogic",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-store.validationrule",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-store.view",BELONGS_TO_LAYER,"layer:data-store","{}"
"data-model.arrayschema",BELONGS_TO_LAYER,"layer:data-model","{}"
"data-model.jsonschema",BELONGS_TO_LAYER,"layer:data-model","{}"
"data-model.numericschema",BELONGS_TO_LAYER,"layer:data-model","{}"
"data-model.objectschema",BELONGS_TO_LAYER,"layer:data-model","{}"
"data-model.reference",BELONGS_TO_LAYER,"layer:data-model","{}"
"data-model.schemacomposition",BELONGS_TO_LAYER,"layer:data-model","{}"
"data-model.schemadefinition",BELONGS_TO_LAYER,"layer:data-model","{}"
"data-model.schemaproperty",BELONGS_TO_LAYER,"layer:data-model","{}"
"data-model.stringschema",BELONGS_TO_LAYER,"layer:data-model","{}"
"business.businessactor",BELONGS_TO_LAYER,"layer:business","{}"
"business.businesscollaboration",BELONGS_TO_LAYER,"layer:business","{}"
"business.businessevent",BELONGS_TO_LAYER,"layer:business","{}"
"business.businessfunction",BELONGS_TO_LAYER,"layer:business","{}"
"business.businessinteraction",BELONGS_TO_LAYER,"layer:business","{}"
"business.businessinterface",BELONGS_TO_LAYER,"layer:business","{}"
"business.businessobject",BELONGS_TO_LAYER,"layer:business","{}"
"business.businessprocess",BELONGS_TO_LAYER,"layer:business","{}"
"business.businessrole",BELONGS_TO_LAYER,"layer:business","{}"
"business.businessservice",BELONGS_TO_LAYER,"layer:business","{}"
"business.contract",BELONGS_TO_LAYER,"layer:business","{}"
"business.product",BELONGS_TO_LAYER,"layer:business","{}"
"business.representation",BELONGS_TO_LAYER,"layer:business","{}"
"application.applicationcollaboration",BELONGS_TO_LAYER,"layer:application","{}"
"application.applicationcomponent",BELONGS_TO_LAYER,"layer:application","{}"
"application.applicationevent",BELONGS_TO_LAYER,"layer:application","{}"
"application.applicationfunction",BELONGS_TO_LAYER,"layer:application","{}"
"application.applicationinteraction",BELONGS_TO_LAYER,"layer:application","{}"
"application.applicationinterface",BELONGS_TO_LAYER,"layer:application","{}"
"application.applicationprocess",BELONGS_TO_LAYER,"layer:application","{}"
"application.applicationservice",BELONGS_TO_LAYER,"layer:application","{}"
"application.dataobject",BELONGS_TO_LAYER,"layer:application","{}"
"apm.exporterconfig",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.instrumentationconfig",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.instrumentationscope",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.logconfiguration",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.logprocessor",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.logrecord",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.metricconfiguration",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.metricinstrument",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.resource",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.span",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.spanevent",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.spanlink",BELONGS_TO_LAYER,"layer:apm","{}"
"apm.traceconfiguration",BELONGS_TO_LAYER,"layer:apm","{}"
"api.callback",BELONGS_TO_LAYER,"layer:api","{}"
"api.components",BELONGS_TO_LAYER,"layer:api","{}"
"api.contact",BELONGS_TO_LAYER,"layer:api","{}"
"api.encoding",BELONGS_TO_LAYER,"layer:api","{}"
"api.example",BELONGS_TO_LAYER,"layer:api","{}"
"api.externaldocumentation",BELONGS_TO_LAYER,"layer:api","{}"
"api.header",BELONGS_TO_LAYER,"layer:api","{}"
"api.info",BELONGS_TO_LAYER,"layer:api","{}"
"api.license",BELONGS_TO_LAYER,"layer:api","{}"
"api.link",BELONGS_TO_LAYER,"layer:api","{}"
"api.mediatype",BELONGS_TO_LAYER,"layer:api","{}"
"api.oauthflow",BELONGS_TO_LAYER,"layer:api","{}"
"api.oauthflows",BELONGS_TO_LAYER,"layer:api","{}"
"api.openapidocument",BELONGS_TO_LAYER,"layer:api","{}"
"api.operation",BELONGS_TO_LAYER,"layer:api","{}"
"api.parameter",BELONGS_TO_LAYER,"layer:api","{}"
"api.pathitem",BELONGS_TO_LAYER,"layer:api","{}"
"api.paths",BELONGS_TO_LAYER,"layer:api","{}"
"api.ratelimit",BELONGS_TO_LAYER,"layer:api","{}"
"api.requestbody",BELONGS_TO_LAYER,"layer:api","{}"
"api.response",BELONGS_TO_LAYER,"layer:api","{}"
"api.responses",BELONGS_TO_LAYER,"layer:api","{}"
"api.schema",BELONGS_TO_LAYER,"layer:api","{}"
"api.securityscheme",BELONGS_TO_LAYER,"layer:api","{}"
"api.server",BELONGS_TO_LAYER,"layer:api","{}"
"api.servervariable",BELONGS_TO_LAYER,"layer:api","{}"
"api.tag",BELONGS_TO_LAYER,"layer:api","{}"
"ux.actioncomponent.binds-to.ux.dataconfig",HAS_SOURCE,"ux.actioncomponent","{}"
"ux.actioncomponent.implements.ux.actionpattern",HAS_SOURCE,"ux.actioncomponent","{}"
"ux.actioncomponent.navigates-to.ux.view",HAS_SOURCE,"ux.actioncomponent","{}"
"ux.actioncomponent.renders.ux.actioncomponent",HAS_SOURCE,"ux.actioncomponent","{}"
"ux.actioncomponent.renders.ux.componentinstance",HAS_SOURCE,"ux.actioncomponent","{}"
"ux.actioncomponent.renders.ux.componentreference",HAS_SOURCE,"ux.actioncomponent","{}"
"ux.actioncomponent.renders.ux.librarycomponent",HAS_SOURCE,"ux.actioncomponent","{}"
"ux.actioncomponent.triggers.ux.statetransition",HAS_SOURCE,"ux.actioncomponent","{}"
"ux.actioncomponent.uses.ux.errorconfig",HAS_SOURCE,"ux.actioncomponent","{}"
"ux.actionpattern.associated-with.ux.statepattern",HAS_SOURCE,"ux.actionpattern","{}"
"ux.actionpattern.governs.ux.actioncomponent",HAS_SOURCE,"ux.actionpattern","{}"
"ux.actionpattern.governs.ux.stateaction",HAS_SOURCE,"ux.actionpattern","{}"
"ux.actionpattern.triggers.ux.statetransition",HAS_SOURCE,"ux.actionpattern","{}"
"ux.actionpattern.uses.ux.transitiontemplate",HAS_SOURCE,"ux.actionpattern","{}"
"ux.chartseries.binds-to.ux.dataconfig",HAS_SOURCE,"ux.chartseries","{}"
"ux.chartseries.references.ux.librarycomponent",HAS_SOURCE,"ux.chartseries","{}"
"ux.chartseries.uses.ux.experiencestate",HAS_SOURCE,"ux.chartseries","{}"
"ux.componentinstance.aggregates.ux.chartseries",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.aggregates.ux.componentreference",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.aggregates.ux.tablecolumn",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.binds-to.ux.dataconfig",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.implements.ux.librarycomponent",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.realizes.ux.librarycomponent",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.renders.ux.actioncomponent",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.renders.ux.componentinstance",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.renders.ux.componentreference",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.renders.ux.layoutconfig",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.renders.ux.librarycomponent",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentinstance.uses.ux.errorconfig",HAS_SOURCE,"ux.componentinstance","{}"
"ux.componentreference.implements.ux.librarycomponent",HAS_SOURCE,"ux.componentreference","{}"
"ux.componentreference.renders.ux.actioncomponent",HAS_SOURCE,"ux.componentreference","{}"
"ux.componentreference.renders.ux.componentinstance",HAS_SOURCE,"ux.componentreference","{}"
"ux.componentreference.renders.ux.componentreference",HAS_SOURCE,"ux.componentreference","{}"
"ux.componentreference.renders.ux.librarycomponent",HAS_SOURCE,"ux.componentreference","{}"
"ux.componentreference.uses.ux.layoutconfig",HAS_SOURCE,"ux.componentreference","{}"
"ux.dataconfig.aggregates.ux.errorconfig",HAS_SOURCE,"ux.dataconfig","{}"
"ux.dataconfig.binds-to.ux.componentinstance",HAS_SOURCE,"ux.dataconfig","{}"
"ux.dataconfig.binds-to.ux.librarycomponent",HAS_SOURCE,"ux.dataconfig","{}"
"ux.dataconfig.binds-to.ux.subview",HAS_SOURCE,"ux.dataconfig","{}"
"ux.dataconfig.binds-to.ux.view",HAS_SOURCE,"ux.dataconfig","{}"
"ux.dataconfig.composes.ux.chartseries",HAS_SOURCE,"ux.dataconfig","{}"
"ux.dataconfig.provides.ux.tablecolumn",HAS_SOURCE,"ux.dataconfig","{}"
"ux.dataconfig.realizes.ux.statepattern",HAS_SOURCE,"ux.dataconfig","{}"
"ux.errorconfig.associated-with.ux.dataconfig",HAS_SOURCE,"ux.errorconfig","{}"
"ux.errorconfig.governs.ux.actioncomponent",HAS_SOURCE,"ux.errorconfig","{}"
"ux.errorconfig.governs.ux.componentinstance",HAS_SOURCE,"ux.errorconfig","{}"
"ux.errorconfig.governs.ux.experiencestate",HAS_SOURCE,"ux.errorconfig","{}"
"ux.errorconfig.governs.ux.view",HAS_SOURCE,"ux.errorconfig","{}"
"ux.experiencestate.flows-to.ux.statetransition",HAS_SOURCE,"ux.experiencestate","{}"
"ux.experiencestate.governs.ux.view",HAS_SOURCE,"ux.experiencestate","{}"
"ux.experiencestate.navigates-to.ux.experiencestate",HAS_SOURCE,"ux.experiencestate","{}"
"ux.experiencestate.renders.ux.view",HAS_SOURCE,"ux.experiencestate","{}"
"ux.experiencestate.specializes.ux.statepattern",HAS_SOURCE,"ux.experiencestate","{}"
"ux.experiencestate.triggers.ux.stateaction",HAS_SOURCE,"ux.experiencestate","{}"
"ux.experiencestate.uses.ux.stateactiontemplate",HAS_SOURCE,"ux.experiencestate","{}"
"ux.layoutconfig.associated-with.ux.librarycomponent",HAS_SOURCE,"ux.layoutconfig","{}"
"ux.layoutconfig.composes.ux.layoutconfig",HAS_SOURCE,"ux.layoutconfig","{}"
"ux.layoutconfig.governs.ux.view",HAS_SOURCE,"ux.layoutconfig","{}"
"ux.layoutconfig.provides.ux.subview",HAS_SOURCE,"ux.layoutconfig","{}"
"ux.layoutconfig.provides.ux.view",HAS_SOURCE,"ux.layoutconfig","{}"
"ux.librarycomponent.composes.ux.actioncomponent",HAS_SOURCE,"ux.librarycomponent","{}"
"ux.librarycomponent.composes.ux.librarycomponent",HAS_SOURCE,"ux.librarycomponent","{}"
"ux.librarycomponent.renders.ux.actioncomponent",HAS_SOURCE,"ux.librarycomponent","{}"
"ux.librarycomponent.renders.ux.componentinstance",HAS_SOURCE,"ux.librarycomponent","{}"
"ux.librarycomponent.renders.ux.componentreference",HAS_SOURCE,"ux.librarycomponent","{}"
"ux.librarycomponent.renders.ux.librarycomponent",HAS_SOURCE,"ux.librarycomponent","{}"
"ux.librarycomponent.specializes.ux.librarycomponent",HAS_SOURCE,"ux.librarycomponent","{}"
"ux.librarycomponent.uses.ux.actionpattern",HAS_SOURCE,"ux.librarycomponent","{}"
"ux.librarycomponent.uses.ux.statepattern",HAS_SOURCE,"ux.librarycomponent","{}"
"ux.librarysubview.composes.ux.componentinstance",HAS_SOURCE,"ux.librarysubview","{}"
"ux.librarysubview.uses.ux.actionpattern",HAS_SOURCE,"ux.librarysubview","{}"
"ux.librarysubview.uses.ux.dataconfig",HAS_SOURCE,"ux.librarysubview","{}"
"ux.librarysubview.uses.ux.layoutconfig",HAS_SOURCE,"ux.librarysubview","{}"
"ux.stateaction.flows-to.ux.statetransition",HAS_SOURCE,"ux.stateaction","{}"
"ux.stateaction.specializes.ux.stateactiontemplate",HAS_SOURCE,"ux.stateaction","{}"
"ux.stateaction.uses.ux.actionpattern",HAS_SOURCE,"ux.stateaction","{}"
"ux.stateactiontemplate.associated-with.ux.statepattern",HAS_SOURCE,"ux.stateactiontemplate","{}"
"ux.stateactiontemplate.governs.ux.statetransition",HAS_SOURCE,"ux.stateactiontemplate","{}"
"ux.stateactiontemplate.implements.ux.stateaction",HAS_SOURCE,"ux.stateactiontemplate","{}"
"ux.stateactiontemplate.provides.ux.stateaction",HAS_SOURCE,"ux.stateactiontemplate","{}"
"ux.statepattern.aggregates.ux.experiencestate",HAS_SOURCE,"ux.statepattern","{}"
"ux.statepattern.governs.ux.experiencestate",HAS_SOURCE,"ux.statepattern","{}"
"ux.statepattern.specializes.ux.statepattern",HAS_SOURCE,"ux.statepattern","{}"
"ux.statepattern.uses.ux.stateactiontemplate",HAS_SOURCE,"ux.statepattern","{}"
"ux.statepattern.uses.ux.transitiontemplate",HAS_SOURCE,"ux.statepattern","{}"
"ux.statetransition.associated-with.ux.actioncomponent",HAS_SOURCE,"ux.statetransition","{}"
"ux.statetransition.navigates-to.ux.experiencestate",HAS_SOURCE,"ux.statetransition","{}"
"ux.statetransition.triggers.ux.stateaction",HAS_SOURCE,"ux.statetransition","{}"
"ux.statetransition.uses.ux.transitiontemplate",HAS_SOURCE,"ux.statetransition","{}"
"ux.subview.aggregates.ux.componentinstance",HAS_SOURCE,"ux.subview","{}"
"ux.subview.binds-to.ux.dataconfig",HAS_SOURCE,"ux.subview","{}"
"ux.subview.realizes.ux.librarysubview",HAS_SOURCE,"ux.subview","{}"
"ux.subview.renders.ux.componentinstance",HAS_SOURCE,"ux.subview","{}"
"ux.subview.uses.ux.errorconfig",HAS_SOURCE,"ux.subview","{}"
"ux.subview.uses.ux.layoutconfig",HAS_SOURCE,"ux.subview","{}"
"ux.subview.uses.ux.librarysubview",HAS_SOURCE,"ux.subview","{}"
"ux.tablecolumn.binds-to.ux.dataconfig",HAS_SOURCE,"ux.tablecolumn","{}"
"ux.tablecolumn.references.ux.actionpattern",HAS_SOURCE,"ux.tablecolumn","{}"
"ux.tablecolumn.renders.ux.componentinstance",HAS_SOURCE,"ux.tablecolumn","{}"
"ux.tablecolumn.uses.ux.layoutconfig",HAS_SOURCE,"ux.tablecolumn","{}"
"ux.transitiontemplate.flows-to.ux.experiencestate",HAS_SOURCE,"ux.transitiontemplate","{}"
"ux.transitiontemplate.flows-to.ux.subview",HAS_SOURCE,"ux.transitiontemplate","{}"
"ux.transitiontemplate.governs.ux.statetransition",HAS_SOURCE,"ux.transitiontemplate","{}"
"ux.transitiontemplate.navigates-to.ux.view",HAS_SOURCE,"ux.transitiontemplate","{}"
"ux.transitiontemplate.specializes.ux.transitiontemplate",HAS_SOURCE,"ux.transitiontemplate","{}"
"ux.transitiontemplate.triggers.ux.stateaction",HAS_SOURCE,"ux.transitiontemplate","{}"
"ux.uxapplication.aggregates.ux.uxspec",HAS_SOURCE,"ux.uxapplication","{}"
"ux.uxlibrary.aggregates.ux.librarycomponent",HAS_SOURCE,"ux.uxlibrary","{}"
"ux.uxlibrary.aggregates.ux.librarysubview",HAS_SOURCE,"ux.uxlibrary","{}"
"ux.uxlibrary.provides.ux.librarycomponent",HAS_SOURCE,"ux.uxlibrary","{}"
"ux.uxlibrary.provides.ux.librarysubview",HAS_SOURCE,"ux.uxlibrary","{}"
"ux.uxlibrary.uses.ux.uxlibrary",HAS_SOURCE,"ux.uxlibrary","{}"
"ux.uxspec.aggregates.ux.experiencestate",HAS_SOURCE,"ux.uxspec","{}"
"ux.uxspec.aggregates.ux.view",HAS_SOURCE,"ux.uxspec","{}"
"ux.uxspec.governs.ux.errorconfig",HAS_SOURCE,"ux.uxspec","{}"
"ux.uxspec.uses.ux.uxlibrary",HAS_SOURCE,"ux.uxspec","{}"
"ux.view.aggregates.actioncomponent",HAS_SOURCE,"ux.view","{}"
"ux.view.aggregates.ux.subview",HAS_SOURCE,"ux.view","{}"
"ux.view.binds-to.ux.dataconfig",HAS_SOURCE,"ux.view","{}"
"ux.view.composes.ux.subview",HAS_SOURCE,"ux.view","{}"
"ux.view.renders.ux.componentinstance",HAS_SOURCE,"ux.view","{}"
"ux.view.requires.ux.errorconfig",HAS_SOURCE,"ux.view","{}"
"ux.view.uses.ux.layoutconfig",HAS_SOURCE,"ux.view","{}"
"testing.contextvariation.references.testing.environmentfactor",HAS_SOURCE,"testing.contextvariation","{}"
"testing.contextvariation.serves.testing.testcoveragetarget",HAS_SOURCE,"testing.contextvariation","{}"
"testing.coverageexclusion.references.testing.coveragerequirement",HAS_SOURCE,"testing.coverageexclusion","{}"
"testing.coverageexclusion.references.testing.testcoveragetarget",HAS_SOURCE,"testing.coverageexclusion","{}"
"testing.coveragegap.flows-to.testing.coverageexclusion",HAS_SOURCE,"testing.coveragegap","{}"
"testing.coveragegap.references.testing.testcoveragetarget",HAS_SOURCE,"testing.coveragegap","{}"
"testing.coveragegap.triggers.testing.coveragerequirement",HAS_SOURCE,"testing.coveragegap","{}"
"testing.coveragegap.triggers.testing.partitionvalue",HAS_SOURCE,"testing.coveragegap","{}"
"testing.coveragerequirement.accesses.testing.inputpartitionselection",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.accesses.testing.inputselection",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.aggregates.testing.contextvariation",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.aggregates.testing.coverageexclusion",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.aggregates.testing.partitionvalue",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.composes.testing.inputpartitionselection",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.composes.testing.outcomecategory",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.composes.testing.testcoveragetarget",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.constrained-by.motivation.constraint",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.depends-on.testing.contextvariation",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.depends-on.testing.inputspacepartition",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.depends-on.testing.outcomecategory",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.flows-to.testing.coveragerequirement",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.flows-to.testing.testcasesketch",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.fulfills-requirements.motivation.requirement",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.references.testing.coveragerequirement",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.references.testing.partitionvalue",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragerequirement.references.testing.testcoveragetarget",HAS_SOURCE,"testing.coveragerequirement","{}"
"testing.coveragesummary.aggregates.testing.coveragerequirement",HAS_SOURCE,"testing.coveragesummary","{}"
"testing.coveragesummary.aggregates.testing.targetcoveragesummary",HAS_SOURCE,"testing.coveragesummary","{}"
"testing.coveragesummary.aggregates.testing.testcasesketch",HAS_SOURCE,"testing.coveragesummary","{}"
"testing.coveragesummary.aggregates.testing.testcoveragemodel",HAS_SOURCE,"testing.coveragesummary","{}"
"testing.coveragesummary.depends-on.testing.testcoveragetarget",HAS_SOURCE,"testing.coveragesummary","{}"
"testing.coveragesummary.references.testing.coverageexclusion",HAS_SOURCE,"testing.coveragesummary","{}"
"testing.coveragesummary.references.testing.coveragegap",HAS_SOURCE,"testing.coveragesummary","{}"
"testing.coveragesummary.references.testing.testcoveragemodel",HAS_SOURCE,"testing.coveragesummary","{}"
"testing.coveragesummary.serves.testing.testcoveragemodel",HAS_SOURCE,"testing.coveragesummary","{}"
"testing.coveragesummary.validates.testing.coveragerequirement",HAS_SOURCE,"testing.coveragesummary","{}"
"testing.environmentfactor.composes.testing.contextvariation",HAS_SOURCE,"testing.environmentfactor","{}"
"testing.environmentfactor.composes.testing.inputspacepartition",HAS_SOURCE,"testing.environmentfactor","{}"
"testing.environmentfactor.flows-to.testing.coveragesummary",HAS_SOURCE,"testing.environmentfactor","{}"
